date,electricity
2014-12-12,16985581.0
2014-12-13,16890598.0
2014-12-14,16320939.0
2014-12-15,16479004.0
2014-12-16,16897616.0
2014-12-17,16796786.0
2014-12-18,16828589.0
2014-12-19,16867720.0
2014-12-20,16893001.0
2014-12-21,16782694.0
2014-12-22,17165418.0
2014-12-23,17420514.0
2014-12-24,15810092.0
2014-12-25,9513287.0
2014-12-26,16702993.0
2014-12-27,16791365.0
2014-12-28,16616283.0
2014-12-29,16683231.0
2014-12-30,16628995.0
2014-12-31,15226851.0
